Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
1998-99,26.0,LAL,NBA,C,49.0,49.0,34.8,10.4,18.1,0.576,0.0,0.0,0.0,10.4,18.0,0.577,0.576,5.5,10.2,0.54,3.8,6.9,10.7,2.3,0.7,1.7,2.5,3.2,26.3,Shaquille O'Neal
1999-00,27.0,LAL,NBA,C,79.0,79.0,40.0,12.1,21.1,0.574,0.0,0.0,0.0,12.1,21.1,0.575,0.574,5.5,10.4,0.524,4.3,9.4,13.6,3.8,0.5,3.0,2.8,3.2,29.7,Shaquille O'Neal
2000-01,28.0,LAL,NBA,C,74.0,74.0,39.5,11.0,19.2,0.572,0.0,0.0,0.0,11.0,19.2,0.573,0.572,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,Shaquille O'Neal
2001-02,29.0,LAL,NBA,C,67.0,66.0,36.1,10.6,18.3,0.579,0.0,0.0,0.0,10.6,18.3,0.58,0.579,5.9,10.7,0.555,3.5,7.2,10.7,3.0,0.6,2.0,2.6,3.0,27.2,Shaquille O'Neal
2002-03,30.0,LAL,NBA,C,67.0,66.0,37.8,10.4,18.1,0.574,0.0,0.0,,10.4,18.1,0.574,0.574,6.7,10.8,0.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5,Shaquille O'Neal
2003-04,31.0,LAL,NBA,C,67.0,67.0,36.8,8.3,14.1,0.584,0.0,0.0,,8.3,14.1,0.584,0.584,4.9,10.1,0.49,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,Shaquille O'Neal
2004-05,32.0,MIA,NBA,C,73.0,73.0,34.1,9.0,15.0,0.601,0.0,0.0,,9.0,15.0,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,Shaquille O'Neal
2005-06,33.0,MIA,NBA,C,59.0,58.0,30.6,8.1,13.6,0.6,0.0,0.0,,8.1,13.6,0.6,0.6,3.7,8.0,0.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,Shaquille O'Neal
2006-07,34.0,MIA,NBA,C,40.0,39.0,28.4,7.1,12.0,0.591,0.0,0.0,,7.1,12.0,0.591,0.591,3.1,7.4,0.422,2.4,5.0,7.4,2.0,0.2,1.4,2.4,3.5,17.3,Shaquille O'Neal
2007-08,35.0,TOT,NBA,C,61.0,61.0,28.7,5.4,9.1,0.593,0.0,0.0,,5.4,9.1,0.593,0.593,2.8,5.5,0.503,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7,13.6,Shaquille O'Neal
2007-08,35.0,MIA,NBA,C,33.0,33.0,28.6,5.8,10.0,0.581,0.0,0.0,,5.8,10.0,0.581,0.581,2.7,5.4,0.494,3.0,4.8,7.8,1.4,0.6,1.6,3.0,4.1,14.2,Shaquille O'Neal
2007-08,35.0,PHO,NBA,C,28.0,28.0,28.7,5.0,8.2,0.611,0.0,0.0,,5.0,8.2,0.611,0.611,2.9,5.7,0.513,2.4,8.2,10.6,1.7,0.5,1.2,3.0,3.4,12.9,Shaquille O'Neal
2008-09,36.0,PHO,NBA,C,75.0,75.0,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4,17.8,Shaquille O'Neal
2009-10,37.0,CLE,NBA,C,53.0,53.0,23.4,4.9,8.7,0.566,0.0,0.0,0.0,4.9,8.7,0.567,0.566,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0,Shaquille O'Neal
2010-11,38.0,BOS,NBA,C,37.0,36.0,20.3,3.6,5.4,0.667,0.0,0.0,,3.6,5.4,0.667,0.667,2.0,3.5,0.557,1.3,3.5,4.8,0.7,0.4,1.1,1.5,3.2,9.2,Shaquille O'Neal
2003-04,19.0,DEN,NBA,SF,82.0,82.0,36.5,7.6,17.9,0.426,0.8,2.6,0.322,6.8,15.3,0.444,0.449,5.0,6.4,0.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0,Carmelo Anthony
2004-05,20.0,DEN,NBA,SF,75.0,75.0,34.8,7.1,16.4,0.431,0.6,2.1,0.266,6.5,14.3,0.455,0.448,6.1,7.6,0.796,1.9,3.8,5.7,2.6,0.9,0.4,3.0,3.1,20.8,Carmelo Anthony
2005-06,21.0,DEN,NBA,SF,80.0,80.0,36.8,9.5,19.7,0.481,0.5,1.9,0.243,9.0,17.8,0.506,0.493,7.2,8.9,0.808,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,Carmelo Anthony
2006-07,22.0,DEN,NBA,SF,65.0,65.0,38.2,10.6,22.4,0.476,0.6,2.3,0.268,10.0,20.1,0.499,0.489,7.1,8.7,0.808,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,Carmelo Anthony
2007-08,23.0,DEN,NBA,SF,77.0,77.0,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6.0,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,Carmelo Anthony
2008-09,24.0,DEN,NBA,SF,66.0,66.0,34.5,8.1,18.3,0.443,1.0,2.6,0.371,7.2,15.7,0.455,0.469,5.6,7.1,0.793,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8,Carmelo Anthony
2009-10,25.0,DEN,NBA,SF,69.0,69.0,38.2,10.0,21.8,0.458,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,Carmelo Anthony
2010-11,26.0,TOT,NBA,SF,77.0,77.0,35.7,8.9,19.5,0.455,1.2,3.3,0.378,7.6,16.3,0.47,0.487,6.6,7.9,0.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,Carmelo Anthony
2010-11,26.0,DEN,NBA,SF,50.0,50.0,35.5,8.7,19.3,0.452,0.8,2.5,0.333,7.9,16.8,0.47,0.474,6.9,8.3,0.823,1.5,6.1,7.6,2.8,0.9,0.6,2.8,2.7,25.2,Carmelo Anthony
2010-11,26.0,NYK,NBA,SF,27.0,27.0,36.2,9.1,19.9,0.461,2.0,4.6,0.424,7.2,15.2,0.472,0.51,6.1,7.0,0.872,1.5,5.2,6.7,3.0,0.9,0.6,2.4,3.3,26.3,Carmelo Anthony
2011-12,27.0,NYK,NBA,SF,55.0,55.0,34.1,8.0,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.454,0.463,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,Carmelo Anthony
2012-13,28.0,NYK,NBA,PF,67.0,67.0,37.0,10.0,22.2,0.449,2.3,6.2,0.379,7.6,16.0,0.476,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,Carmelo Anthony
2013-14,29.0,NYK,NBA,PF,77.0,77.0,38.7,9.6,21.3,0.452,2.2,5.4,0.402,7.5,15.9,0.469,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,Carmelo Anthony
2014-15,30.0,NYK,NBA,SF,40.0,40.0,35.7,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.482,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,Carmelo Anthony
2015-16,31.0,NYK,NBA,SF,72.0,72.0,35.1,7.9,18.2,0.434,1.5,4.3,0.339,6.4,13.8,0.463,0.474,4.6,5.6,0.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,Carmelo Anthony
2016-17,32.0,NYK,NBA,SF,74.0,74.0,34.3,8.1,18.8,0.433,2.0,5.7,0.359,6.1,13.1,0.466,0.488,4.1,4.9,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,Carmelo Anthony
2017-18,33.0,OKC,NBA,PF,78.0,78.0,32.1,6.1,15.0,0.404,2.2,6.1,0.357,3.9,8.9,0.437,0.476,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,Carmelo Anthony
2018-19,34.0,HOU,NBA,PF,10.0,2.0,29.4,4.9,12.1,0.405,2.1,6.4,0.328,2.8,5.7,0.491,0.492,1.5,2.2,0.682,0.9,4.5,5.4,0.5,0.4,0.7,0.8,3.2,13.4,Carmelo Anthony
2019-20,35.0,POR,NBA,PF,58.0,58.0,32.8,5.8,13.5,0.43,1.5,3.9,0.385,4.3,9.6,0.448,0.485,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,15.4,Carmelo Anthony
2020-21,36.0,POR,NBA,PF,69.0,3.0,24.5,4.7,11.3,0.421,1.9,4.7,0.409,2.8,6.6,0.429,0.506,2.0,2.2,0.89,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1,13.4,Carmelo Anthony
2021-22,37.0,LAL,NBA,PF,69.0,3.0,26.0,4.6,10.5,0.441,2.2,5.8,0.375,2.5,4.7,0.521,0.544,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.3,Carmelo Anthony
1974-75,19.0,UTS,ABA,C,83.0,,38.6,7.1,12.5,0.571,0.0,0.0,0.0,7.1,12.5,0.572,0.571,4.5,7.1,0.635,5.5,9.1,14.6,1.0,1.0,1.5,3.9,3.5,18.8,Moses Malone
1975-76,20.0,SSL,ABA,PF,43.0,,27.2,5.8,11.4,0.512,0.0,0.0,0.0,5.8,11.3,0.514,0.512,2.6,4.3,0.612,4.6,5.0,9.6,1.3,0.6,0.7,3.3,2.6,14.3,Moses Malone
1976-77,21.0,TOT,NBA,C,82.0,,30.6,4.7,9.9,0.48,,,,4.7,9.9,0.48,0.48,3.7,5.4,0.693,5.3,7.7,13.1,1.1,0.8,2.2,,3.4,13.2,Moses Malone
1976-77,21.0,BUF,NBA,C,2.0,,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,,0.5,0.0,Moses Malone
1976-77,21.0,HOU,NBA,C,80.0,,31.3,4.9,10.1,0.48,,,,4.9,10.1,0.48,0.48,3.8,5.5,0.693,5.5,7.9,13.4,1.1,0.8,2.3,,3.4,13.5,Moses Malone
1977-78,22.0,HOU,NBA,C,59.0,,35.7,7.0,14.0,0.499,,,,7.0,14.0,0.499,0.499,5.4,7.5,0.718,6.4,8.6,15.0,0.5,0.8,1.3,3.7,3.0,19.4,Moses Malone
1978-79,23.0,HOU,NBA,C,82.0,,41.3,8.7,16.2,0.54,,,,8.7,16.2,0.54,0.54,7.3,9.9,0.739,7.2,10.5,17.6,1.8,1.0,1.5,4.0,2.7,24.8,Moses Malone
1979-80,24.0,HOU,NBA,C,82.0,,38.3,9.5,18.9,0.502,0.0,0.1,0.0,9.5,18.8,0.504,0.502,6.9,9.5,0.719,7.0,7.5,14.5,1.8,1.0,1.3,3.7,2.6,25.8,Moses Malone
1980-81,25.0,HOU,NBA,C,80.0,,40.6,10.1,19.3,0.522,0.0,0.0,0.333,10.1,19.3,0.522,0.522,7.6,10.1,0.757,5.9,8.8,14.8,1.8,1.0,1.9,3.9,2.8,27.8,Moses Malone
1981-82,26.0,HOU,NBA,C,81.0,81.0,42.0,11.7,22.5,0.519,0.0,0.1,0.0,11.7,22.4,0.52,0.519,7.8,10.2,0.762,6.9,7.8,14.7,1.8,0.9,1.5,3.6,2.6,31.1,Moses Malone
1982-83,27.0,PHI,NBA,C,78.0,78.0,37.5,8.4,16.7,0.501,0.0,0.0,0.0,8.4,16.7,0.502,0.501,7.7,10.1,0.761,5.7,9.6,15.3,1.3,1.1,2.0,3.4,2.6,24.5,Moses Malone
1983-84,28.0,PHI,NBA,C,71.0,71.0,36.8,7.5,15.5,0.483,0.0,0.1,0.0,7.5,15.5,0.485,0.483,7.7,10.2,0.75,5.0,8.4,13.4,1.4,1.0,1.5,3.5,2.6,22.7,Moses Malone
1984-85,29.0,PHI,NBA,C,79.0,79.0,37.4,7.6,16.3,0.469,0.0,0.0,0.0,7.6,16.2,0.47,0.469,9.3,11.4,0.815,4.9,8.2,13.1,1.6,0.8,1.6,3.6,2.7,24.6,Moses Malone
1985-86,30.0,PHI,NBA,C,74.0,74.0,36.6,7.7,16.8,0.458,0.0,0.0,0.0,7.7,16.8,0.459,0.458,8.3,10.6,0.787,4.6,7.2,11.8,1.2,0.9,1.0,3.5,2.6,23.8,Moses Malone
1986-87,31.0,WSB,NBA,C,73.0,70.0,34.1,8.2,18.0,0.454,0.0,0.2,0.0,8.2,17.8,0.458,0.454,7.8,9.5,0.824,4.7,6.6,11.3,1.6,0.8,1.3,2.8,1.9,24.1,Moses Malone
1987-88,32.0,WSB,NBA,C,79.0,78.0,34.1,6.7,13.8,0.487,0.0,0.1,0.286,6.7,13.7,0.488,0.488,6.9,8.7,0.788,4.7,6.5,11.2,1.4,0.7,0.9,3.2,2.0,20.3,Moses Malone
1988-89,33.0,ATL,NBA,C,81.0,80.0,35.5,6.6,13.5,0.491,0.0,0.1,0.0,6.6,13.4,0.496,0.491,6.9,8.8,0.789,4.8,7.0,11.8,1.4,1.0,1.2,3.0,1.9,20.2,Moses Malone
1989-90,34.0,ATL,NBA,C,81.0,81.0,33.8,6.4,13.3,0.48,0.0,0.1,0.111,6.4,13.2,0.483,0.481,6.1,7.8,0.781,4.5,5.5,10.0,1.6,0.6,1.0,2.9,2.0,18.9,Moses Malone
1990-91,35.0,ATL,NBA,C,82.0,15.0,23.3,3.4,7.3,0.468,0.0,0.1,0.0,3.4,7.2,0.474,0.468,3.8,4.5,0.831,3.3,4.8,8.1,0.8,0.4,0.9,1.7,1.6,10.6,Moses Malone
1991-92,36.0,MIL,NBA,C,82.0,77.0,30.6,5.4,11.3,0.474,0.0,0.1,0.375,5.3,11.2,0.474,0.475,4.8,6.1,0.786,3.9,5.2,9.1,1.1,0.9,0.8,1.8,1.7,15.6,Moses Malone
1992-93,37.0,MIL,NBA,C,11.0,0.0,9.5,1.2,3.8,0.31,0.0,0.0,,1.2,3.8,0.31,0.31,2.2,2.8,0.774,2.0,2.2,4.2,0.6,0.1,0.7,0.9,0.5,4.5,Moses Malone
1993-94,38.0,PHI,NBA,C,55.0,0.0,11.2,1.9,4.2,0.44,0.0,0.0,0.0,1.9,4.2,0.442,0.44,1.6,2.1,0.769,1.9,2.2,4.1,0.6,0.2,0.3,1.1,0.9,5.3,Moses Malone
1994-95,39.0,SAS,NBA,C,17.0,0.0,8.8,0.8,2.1,0.371,0.1,0.1,0.5,0.7,1.9,0.364,0.386,1.3,1.9,0.688,1.2,1.5,2.7,0.4,0.1,0.2,0.6,0.9,2.9,Moses Malone
1968-69,23.0,SDR,NBA,C,82.0,,45.1,11.3,25.4,0.447,,,,11.3,25.4,0.447,0.447,5.7,9.1,0.626,,,17.1,1.4,,,,3.2,28.4,Elvin Hayes
1969-70,24.0,SDR,NBA,C,82.0,,44.7,11.1,24.6,0.452,,,,11.1,24.6,0.452,0.452,5.2,7.6,0.688,,,16.9,2.0,,,,3.3,27.5,Elvin Hayes
1970-71,25.0,SDR,NBA,C,82.0,,44.3,11.6,27.0,0.428,,,,11.6,27.0,0.428,0.428,5.5,8.2,0.672,,,16.6,2.3,,,,2.7,28.7,Elvin Hayes
1971-72,26.0,HOU,NBA,C,82.0,,42.2,10.1,23.4,0.434,,,,10.1,23.4,0.434,0.434,4.9,7.5,0.649,,,14.6,3.3,,,,2.8,25.2,Elvin Hayes
1972-73,27.0,BAL,NBA,PF,81.0,,41.3,8.8,19.8,0.444,,,,8.8,19.8,0.444,0.444,3.6,5.4,0.671,,,14.5,1.6,,,,2.9,21.2,Elvin Hayes
1973-74,28.0,CAP,NBA,PF,81.0,,44.5,8.5,20.1,0.423,,,,8.5,20.1,0.423,0.423,4.4,6.1,0.721,4.4,13.7,18.1,2.0,1.1,3.0,,3.1,21.4,Elvin Hayes
1974-75,29.0,WSB,NBA,PF,82.0,,42.3,9.0,20.3,0.443,,,,9.0,20.3,0.443,0.443,5.0,6.5,0.766,2.7,9.5,12.2,2.5,1.9,2.3,,2.9,23.0,Elvin Hayes
1975-76,30.0,WSB,NBA,PF,80.0,,37.2,8.1,17.3,0.47,,,,8.1,17.3,0.47,0.47,3.6,5.7,0.628,2.6,8.4,11.0,1.5,1.3,2.5,,3.7,19.8,Elvin Hayes
1976-77,31.0,WSB,NBA,PF,82.0,,41.0,9.3,18.5,0.501,,,,9.3,18.5,0.501,0.501,5.1,7.5,0.687,3.5,9.0,12.5,1.9,1.1,2.7,,3.8,23.7,Elvin Hayes
1977-78,32.0,WSB,NBA,PF,81.0,,40.1,7.9,17.4,0.451,,,,7.9,17.4,0.451,0.451,4.0,6.3,0.634,4.1,9.1,13.3,1.8,1.2,2.0,2.8,3.9,19.7,Elvin Hayes
1978-79,33.0,WSB,NBA,PF,82.0,,37.9,8.8,18.0,0.487,,,,8.8,18.0,0.487,0.487,4.3,6.5,0.654,3.8,8.3,12.1,1.7,0.9,2.3,2.9,3.8,21.8,Elvin Hayes
1979-80,34.0,WSB,NBA,PF,81.0,,39.3,9.4,20.7,0.454,0.0,0.2,0.231,9.4,20.5,0.456,0.455,4.1,5.9,0.699,3.3,7.7,11.1,1.6,0.8,2.3,2.7,3.8,23.0,Elvin Hayes
1980-81,35.0,WSB,NBA,PF,81.0,,36.2,7.2,16.0,0.451,0.0,0.1,0.0,7.2,15.9,0.454,0.451,3.3,5.4,0.617,2.9,6.8,9.7,1.2,0.8,2.1,2.3,3.7,17.8,Elvin Hayes
1981-82,36.0,HOU,NBA,PF,82.0,82.0,37.0,6.3,13.4,0.472,0.0,0.1,0.0,6.3,13.4,0.474,0.472,3.4,5.1,0.664,3.3,5.9,9.1,1.8,0.8,1.3,2.5,3.5,16.1,Elvin Hayes
1982-83,37.0,HOU,NBA,PF,81.0,43.0,28.4,5.2,11.0,0.476,0.0,0.0,0.5,5.2,10.9,0.476,0.478,2.4,3.5,0.683,2.5,5.1,7.6,2.0,0.6,1.0,2.5,2.9,12.9,Elvin Hayes
1983-84,38.0,HOU,NBA,PF,81.0,4.0,12.3,2.0,4.8,0.406,0.0,0.0,0.0,2.0,4.8,0.408,0.406,1.1,1.6,0.652,1.1,2.1,3.2,0.9,0.2,0.3,1.0,1.5,5.0,Elvin Hayes
1984-85,22.0,HOU,NBA,C,82.0,82.0,35.5,8.3,15.3,0.538,0.0,0.0,,8.3,15.3,0.538,0.538,4.1,6.7,0.613,5.4,6.5,11.9,1.4,1.2,2.7,2.9,4.2,20.6,Hakeem Olajuwon
1985-86,23.0,HOU,NBA,C,68.0,68.0,36.3,9.2,17.5,0.526,0.0,0.0,,9.2,17.5,0.526,0.526,5.1,7.9,0.645,4.9,6.6,11.5,2.0,2.0,3.4,2.9,4.0,23.5,Hakeem Olajuwon
1986-87,24.0,HOU,NBA,C,75.0,75.0,36.8,9.0,17.8,0.508,0.0,0.1,0.2,9.0,17.7,0.509,0.509,5.3,7.6,0.702,4.2,7.2,11.4,2.9,1.9,3.4,3.0,3.9,23.4,Hakeem Olajuwon
1987-88,25.0,HOU,NBA,C,79.0,79.0,35.8,9.0,17.5,0.514,0.0,0.1,0.0,9.0,17.5,0.516,0.514,4.8,6.9,0.695,3.8,8.3,12.1,2.1,2.1,2.7,3.1,4.1,22.8,Hakeem Olajuwon
1988-89,26.0,HOU,NBA,C,82.0,82.0,36.9,9.6,19.0,0.508,0.0,0.1,0.0,9.6,18.9,0.511,0.508,5.5,8.0,0.696,4.1,9.4,13.5,1.8,2.6,3.4,3.4,4.0,24.8,Hakeem Olajuwon
1989-90,27.0,HOU,NBA,C,82.0,82.0,38.1,9.8,19.6,0.501,0.0,0.1,0.167,9.8,19.5,0.502,0.501,4.7,6.5,0.713,3.6,10.4,14.0,2.9,2.1,4.6,3.9,3.8,24.3,Hakeem Olajuwon
1990-91,28.0,HOU,NBA,C,56.0,50.0,36.8,8.7,17.1,0.508,0.0,0.1,0.0,8.7,17.1,0.51,0.508,3.8,4.9,0.769,3.9,9.8,13.8,2.3,2.2,3.9,3.1,3.9,21.2,Hakeem Olajuwon
1991-92,29.0,HOU,NBA,C,70.0,69.0,37.7,8.4,16.8,0.502,0.0,0.0,0.0,8.4,16.8,0.503,0.502,4.7,6.1,0.766,3.5,8.6,12.1,2.2,1.8,4.3,2.7,3.8,21.6,Hakeem Olajuwon
1992-93,30.0,HOU,NBA,C,82.0,82.0,39.5,10.3,19.5,0.529,0.0,0.1,0.0,10.3,19.5,0.532,0.529,5.4,7.0,0.779,3.5,9.6,13.0,3.5,1.8,4.2,3.2,3.7,26.1,Hakeem Olajuwon
1993-94,31.0,HOU,NBA,C,80.0,80.0,41.0,11.2,21.2,0.528,0.1,0.2,0.421,11.1,20.9,0.529,0.53,4.9,6.8,0.716,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3,Hakeem Olajuwon
1994-95,32.0,HOU,NBA,C,72.0,72.0,39.6,11.1,21.5,0.517,0.0,0.2,0.188,11.0,21.2,0.52,0.517,5.6,7.5,0.756,2.4,8.4,10.8,3.5,1.8,3.4,3.3,3.5,27.8,Hakeem Olajuwon
1995-96,33.0,HOU,NBA,C,72.0,72.0,38.8,10.7,20.8,0.514,0.0,0.2,0.214,10.6,20.6,0.517,0.515,5.5,7.6,0.724,2.4,8.4,10.9,3.6,1.6,2.9,3.4,3.4,26.9,Hakeem Olajuwon
1996-97,34.0,HOU,NBA,C,78.0,78.0,36.6,9.3,18.3,0.51,0.1,0.2,0.313,9.3,18.1,0.512,0.512,4.5,5.7,0.787,2.2,7.0,9.2,3.0,1.5,2.2,3.6,3.2,23.2,Hakeem Olajuwon
1997-98,35.0,HOU,NBA,C,47.0,45.0,34.7,6.5,13.5,0.483,0.0,0.1,0.0,6.5,13.4,0.486,0.483,3.4,4.5,0.755,2.5,7.3,9.8,3.0,1.8,2.0,2.7,3.2,16.4,Hakeem Olajuwon
1998-99,36.0,HOU,NBA,C,50.0,50.0,35.7,7.5,14.5,0.514,0.1,0.3,0.308,7.4,14.2,0.518,0.517,3.9,5.4,0.717,2.1,7.4,9.6,1.8,1.6,2.5,2.8,3.2,18.9,Hakeem Olajuwon
1999-00,37.0,HOU,NBA,C,44.0,28.0,23.8,4.4,9.6,0.458,0.0,0.0,0.0,4.4,9.5,0.461,0.458,1.6,2.5,0.616,1.5,4.8,6.2,1.4,0.9,1.6,1.7,2.0,10.3,Hakeem Olajuwon
2000-01,38.0,HOU,NBA,C,58.0,55.0,26.6,4.9,9.8,0.498,0.0,0.0,0.0,4.9,9.8,0.499,0.498,2.1,3.4,0.621,2.1,5.3,7.4,1.2,1.2,1.5,1.4,2.4,11.9,Hakeem Olajuwon
2001-02,39.0,TOR,NBA,C,61.0,37.0,22.6,3.2,6.9,0.464,0.0,0.0,0.0,3.2,6.8,0.466,0.464,0.8,1.4,0.56,1.6,4.4,6.0,1.1,1.2,1.5,1.6,2.4,7.1,Hakeem Olajuwon
1960-61,22.0,CIN,NBA,PG,71.0,,42.7,10.6,22.5,0.473,,,,,,,,9.2,11.2,0.822,,,10.1,9.7,,,,3.1,30.5,Oscar Robertson
1961-62,23.0,CIN,NBA,PG,79.0,,44.3,11.0,22.9,0.478,,,,,,,,8.9,11.0,0.803,,,12.5,11.4,,,,3.3,30.8,Oscar Robertson
1962-63,24.0,CIN,NBA,PG,80.0,,44.0,10.3,19.9,0.518,,,,,,,,7.7,9.5,0.81,,,10.4,9.5,,,,3.7,28.3,Oscar Robertson
1963-64,25.0,CIN,NBA,PG,79.0,,45.1,10.6,22.0,0.483,,,,,,,,10.1,11.9,0.853,,,9.9,11.0,,,,3.5,31.4,Oscar Robertson
1964-65,26.0,CIN,NBA,PG,75.0,,45.6,10.8,22.4,0.48,,,,,,,,8.9,10.6,0.839,,,9.0,11.5,,,,2.7,30.4,Oscar Robertson
1965-66,27.0,CIN,NBA,PG,76.0,,46.0,10.8,22.7,0.475,,,,,,,,9.8,11.6,0.842,,,7.7,11.1,,,,3.0,31.3,Oscar Robertson
1966-67,28.0,CIN,NBA,PG,79.0,,43.9,10.6,21.5,0.493,,,,,,,,9.3,10.7,0.873,,,6.2,10.7,,,,2.9,30.5,Oscar Robertson
1967-68,29.0,CIN,NBA,PG,65.0,,42.5,10.2,20.3,0.5,,,,,,,,8.9,10.2,0.873,,,6.0,9.7,,,,3.1,29.2,Oscar Robertson
1968-69,30.0,CIN,NBA,PG,79.0,,43.8,8.3,17.1,0.486,,,,,,,,8.1,9.7,0.838,,,6.4,9.8,,,,2.9,24.7,Oscar Robertson
1969-70,31.0,CIN,NBA,PG,69.0,,41.5,9.4,18.4,0.511,,,,,,,,6.6,8.1,0.809,,,6.1,8.1,,,,2.5,25.3,Oscar Robertson
1970-71,32.0,MIL,NBA,PG,81.0,,39.4,7.3,14.7,0.496,,,,,,,,4.8,5.6,0.85,,,5.7,8.2,,,,2.5,19.4,Oscar Robertson
1971-72,33.0,MIL,NBA,PG,64.0,,37.3,6.5,13.9,0.472,,,,,,,,4.3,5.2,0.836,,,5.0,7.7,,,,1.8,17.4,Oscar Robertson
1972-73,34.0,MIL,NBA,PG,73.0,,37.5,6.1,13.5,0.454,,,,,,,,3.3,3.8,0.847,,,4.9,7.5,,,,2.3,15.5,Oscar Robertson
1973-74,35.0,MIL,NBA,PG,70.0,,35.4,4.8,11.0,0.438,,,,,,,,3.0,3.6,0.835,1.0,3.0,4.0,6.4,1.1,0.1,,1.9,12.7,Oscar Robertson
2007-08,19.0,SEA,NBA,SG,80,80,34.6,7.3,17.1,.430,0.7,2.6,.288,6.6,14.5,.455,.451,4.9,5.6,.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,Kevin Durant
2008-09,20.0,OKC,NBA,SF,74,74,39.0,8.9,18.8,.476,1.3,3.1,.422,7.6,15.7,.486,.510,6.1,7.1,.863,1.0,5.5,6.5,2.8,1.3,0.7,3.0,1.8,25.3,Kevin Durant
2009-10,21.0,OKC,NBA,SF,82,82,39.5,9.7,20.3,.476,1.6,4.3,.365,8.1,16.1,.506,.514,9.2,10.2,.900,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,Kevin Durant
2010-11,22.0,OKC,NBA,SF,78,78,38.9,9.1,19.7,.462,1.9,5.3,.350,7.3,14.4,.504,.509,7.6,8.7,.880,0.7,6.1,6.8,2.7,1.1,1.0,2.8,2.0,27.7,Kevin Durant
2011-12,23.0,OKC,NBA,SF,66,66,38.6,9.7,19.7,.496,2.0,5.2,.387,7.7,14.4,.535,.547,6.5,7.6,.860,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,Kevin Durant
2012-13,24.0,OKC,NBA,SF,81,81,38.5,9.0,17.7,.510,1.7,4.1,.416,7.3,13.6,.539,.559,8.4,9.3,.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,Kevin Durant
2013-14,25.0,OKC,NBA,SF,81,81,38.5,10.5,20.8,.503,2.4,6.1,.391,8.1,14.8,.549,.560,8.7,9.9,.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,Kevin Durant
2014-15,26.0,OKC,NBA,SF,27,27,33.8,8.8,17.3,.510,2.4,5.9,.403,6.4,11.4,.565,.578,5.4,6.3,.854,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,Kevin Durant
